molecule_chembl_id,canonical_smiles,standard_value,standard_units
CHEMBL2424933,O=c1cnc2ccc(F)c3c2n1C[C@@]3(O)CN1CCC(NCc2cc3c(cn2)OCCO3)CC1,206000.0,nM
CHEMBL2424931,O=c1ccc2ncc(F)c3c2n1C[C@H]3CN1CCC(NCc2cc3c(cn2)OCCO3)CC1,122000.0,nM
CHEMBL2424928,O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CN1CCC(NCc2cc3c(cn2)OCCO3)CC1,310000.0,nM
CHEMBL2424934,O=c1c(F)cc2ncc(F)c3c2n1C[C@@]3(O)CN1CCC(NCc2cc3c(cn2)OCCO3)CC1,289000.0,nM
CHEMBL2424933,O=c1cnc2ccc(F)c3c2n1C[C@@]3(O)CN1CCC(NCc2cc3c(cn2)OCCO3)CC1,101000.0,nM
CHEMBL2424931,O=c1ccc2ncc(F)c3c2n1C[C@H]3CN1CCC(NCc2cc3c(cn2)OCCO3)CC1,58000.0,nM
CHEMBL2424930,O=c1ccc2ncc(F)c3c2n1C[C@@]3(F)CN1CCC(NCc2cc3c(cn2)OCCO3)CC1,16000.0,nM
CHEMBL2424928,O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CN1CCC(NCc2cc3c(cn2)OCCO3)CC1,239000.0,nM
CHEMBL2425952,CCc1nc2c(Cc3ccc(C(=O)NO)cc3)cccc2c(=O)n1CCc1ccccc1,4700.0,nM
CHEMBL2425060,N[C@H]1C[C@@H](N2Cc3cnc(C(F)(F)F)nc3C2)CO[C@@H]1c1cc(F)c(F)cc1F,23000.0,nM
CHEMBL2425059,N[C@H]1C[C@@H](N2Cc3cnc(C(F)(F)F)nc3C2)CC[C@@H]1c1cc(F)c(F)cc1F,4800.0,nM
CHEMBL531475,COc1ccc(-c2cc(-c3ccc(S(C)(=O)=O)cc3)cnc2N)cn1,3500.0,nM
CHEMBL1800137,CC(C)(N)C(=O)N1CCn2c(nc(-c3ccc(F)cc3)c2Nc2ccc(F)cc2)C1,3950.0,nM
CHEMBL2431809,CC1(C)c2nc(-c3ccc(F)cc3)c(Nc3ccc(Cl)cc3)n2CCN1C(=O)CN,7200.0,nM
CHEMBL2436978,CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5ccc6[nH]ccc6c5)c4c3)cc2)CC1,21000.0,nM
CHEMBL2435858,Cc1nc(Oc2ccc(C(N)=O)cc2)ccc1CN1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2ccccc2)CC1,18000.0,nM
CHEMBL2435853,Cc1nc(Oc2ccc(C(=O)O)cc2)ccc1CN1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2cccc(Cl)c2)CC1,9900.0,nM
CHEMBL2436226,CN[C@@H](C)C(=O)N[C@@H]1C(=O)N(Cc2c(C)ccc3ccccc23)c2ccc(C#N)cc2N(C(C)=O)[C@H]1C.Cl,35300.0,nM
CHEMBL2440387,COc1ccc2c(c1)c(/C=N/NS(=O)(=O)c1ccc(C)cc1)cn2CC(=O)Nc1ccc(Cl)cc1,418350.0,nM
CHEMBL2440384,Cc1ccc(S(=O)(=O)N/N=C/c2cn(CC(=O)Nc3ccc(F)cc3F)c3ccccc23)cc1,42970.0,nM
CHEMBL2440383,Cc1ccc(S(=O)(=O)N/N=C/c2cn(CC(=O)Nc3ccccc3Cl)c3ccccc23)cc1,18660.0,nM
CHEMBL2440398,Cc1ccc(S(=O)(=O)N/N=C/c2cn(CC(=O)Nc3ccccc3)c3ccccc23)cc1,43620.0,nM
CHEMBL2440396,COc1ccc(S(=O)(=O)NCCc2cn(CC(=O)Nc3ccc(Cl)cc3)c3ccccc23)cc1,11490.0,nM
CHEMBL2440395,COc1ccc(NC(=O)Cn2cc(CCNS(=O)(=O)c3ccc(OC)cc3)c3ccccc32)cc1,10230.0,nM
CHEMBL2440392,CCCCOc1ccc(S(=O)(=O)NCCc2c[nH]c3ccccc23)cc1,3180.0,nM
CHEMBL2440410,COC(=O)C(Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(Br)cc1,4660.0,nM
CHEMBL2440407,COC(=O)C(Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(OC2CCCC2)cc1,9560.0,nM
CHEMBL2441420,O=C1OCc2c1ccc(CCN1CCN(C(=O)Cc3ccc(-n4cnnn4)cc3)CC1)c2F,12000.0,nM
CHEMBL2441417,Cc1c(CCN2CCN(C(=O)Cc3ccc(-n4cnnn4)cc3)CC2)ccc2c1COC2=O,13000.0,nM
CHEMBL2441408,O=C1OCCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)cc4)CC3)ccc21,18000.0,nM
CHEMBL2441437,O=C1OCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)cc4)CC3)ccc21,4500.0,nM
CHEMBL2441428,O=C1OCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)cc4)CC3)cc(Cl)c21,3400.0,nM
CHEMBL2441427,O=C1OCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)cc4)CC3)cc(F)c21,13000.0,nM
CHEMBL2441426,Cc1cc(CCN2CCN(C(=O)Cc3ccc(-n4cnnn4)cc3)CC2)cc2c1C(=O)OC2,10000.0,nM
CHEMBL2441425,COc1cc2c(cc1CCN1CCN(C(=O)Cc3ccc(-n4cnnn4)cc3)CC1)COC2=O,5600.0,nM
CHEMBL2441424,O=C1OCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)cc4)CC3)c(F)cc21,26000.0,nM
CHEMBL2441423,Cc1cc2c(cc1CCN1CCN(C(=O)Cc3ccc(-n4cnnn4)cc3)CC1)COC2=O,14000.0,nM
CHEMBL2441422,COc1c(CCN2CCN(C(=O)Cc3ccc(-n4cnnn4)cc3)CC2)ccc2c1COC2=O,40000.0,nM
CHEMBL2441421,O=C1OCc2c1ccc(CCN1CCN(C(=O)Cc3ccc(-n4cnnn4)cc3)CC1)c2Cl,17000.0,nM
CHEMBL2441420,O=C1OCc2c1ccc(CCN1CCN(C(=O)Cc3ccc(-n4cnnn4)cc3)CC1)c2F,31000.0,nM
CHEMBL2441419,O=C1OCc2c1ccc(CCN1CCN(C(=O)Cc3ccc(-n4cnnn4)cc3)CC1)c2C1CC1,12000.0,nM
CHEMBL2441418,CCc1c(CCN2CCN(C(=O)Cc3ccc(-n4cnnn4)cc3)CC2)ccc2c1COC2=O,27000.0,nM
CHEMBL2441417,Cc1c(CCN2CCN(C(=O)Cc3ccc(-n4cnnn4)cc3)CC2)ccc2c1COC2=O,20000.0,nM
CHEMBL2441416,O=C1OCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)cc4C(F)(F)F)CC3)ccc21,6900.0,nM
CHEMBL2441415,O=C1OCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)cc4C4CC4)CC3)ccc21,3000.0,nM
CHEMBL2441414,Cc1cc(-n2cnnn2)ccc1CC(=O)N1CCN(CCc2ccc3c(c2)COC3=O)CC1,1400.0,nM
CHEMBL2441412,O=C1OCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)c(C(F)(F)F)c4)CC3)ccc21,5100.0,nM
CHEMBL2441411,N#Cc1cc(CC(=O)N2CCN(CCc3ccc4c(c3)COC4=O)CC2)ccc1-n1cnnn1,7100.0,nM
CHEMBL2441410,COc1cc(CC(=O)N2CCN(CCc3ccc4c(c3)COC4=O)CC2)ccc1-n1cnnn1,8200.0,nM
CHEMBL2441409,O=C1OCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)c(F)c4)CC3)ccc21,27000.0,nM
CHEMBL2441408,O=C1OCCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)cc4)CC3)ccc21,43000.0,nM
CHEMBL2441441,O=C1CCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)cc4)CC3)ccc21,6500.0,nM
CHEMBL2441440,O=C(Cc1ccc(-n2cnnn2)cc1)N1CCN(CCc2ccc3c(c2)COC3)CC1,2500.0,nM
CHEMBL2441438,O=C1OCc2ccc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)cc4)CC3)cc21,32000.0,nM
CHEMBL2441437,O=C1OCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)cc4)CC3)ccc21,14000.0,nM
CHEMBL2441436,O=C(Cc1ccc(-n2cnnn2)cc1)N1CCN(CCc2ccc3nonc3c2)CC1,1300.0,nM
CHEMBL2441435,N#Cc1cccc(CCN2CCN(C(=O)Cc3ccc(-n4cnnn4)cc3)CC2)c1,2700.0,nM
CHEMBL2441434,N#Cc1ccc(CCN2CCN(C(=O)Cc3ccc(-n4cnnn4)cc3)CC2)cc1,420.0,nM
CHEMBL2441433,O=C(Cc1ccc(-n2cnnn2)cc1)N1CCN(CCc2ccc([N+](=O)[O-])cc2)CC1,160.0,nM
CHEMBL2441431,O=C1OCc2cc(CC(=O)N3CCN(CCc4ccc([N+](=O)[O-])cc4)CC3)ccc21,1300.0,nM
CHEMBL2441430,O=C(Cc1ccc([N+](=O)[O-])cc1)N1CCN(CCc2ccc([N+](=O)[O-])cc2)CC1,46.0,nM
CHEMBL2441429,O=[N+]([O-])c1ccc(CCN2CCN(CCc3ccc(-n4cnnn4)cc3)CC2)cc1,11.0,nM
CHEMBL2441636,Cc1cc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)C1CCOCC1,18900.0,nM
CHEMBL2440460,CS(=O)(=O)O.O=C(O)c1ccccc1-c1ccc(CN2CCC(COC(=O)c3c4n(c5ccccc35)CCCO4)CC2)cc1,47500.0,nM
CHEMBL2440459,COC(=O)c1ccccc1-c1ccc(CN2CCC(COC(=O)c3c4n(c5ccccc35)CCCO4)CC2)cc1.CS(=O)(=O)O,131.0,nM
CHEMBL2440456,O=C(OCC1CCN(Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)CC1)c1c2n(c3ccccc13)CCCO2,27500.0,nM
CHEMBL2443262,COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1,6200.0,nM
CHEMBL2443278,c1ccc([C@]2(CCNCc3cccs3)CCOC3(CCCC3)C2)nc1,2300.0,nM
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,10.0,nM
CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,10.0,nM
CHEMBL6966,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,10.0,nM
CHEMBL549,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,10.0,nM
CHEMBL3087669,Cc1cc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)c1c(C)noc1C,37000.0,nM
CHEMBL3086028,CCN(CC)CC(=O)N[C@@H]1CC[C@@H](C(=O)NC(c2ccc(F)cc2)c2ccc(F)cc2)[C@H](c2ccc(Br)cc2)C1,780.0,nM
CHEMBL3086043,O=C(NC(c1ccc(Cl)cc1)c1ncccn1)[C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1c1ccc(Br)cc1,1200.0,nM
CHEMBL3086042,O=C(NC(c1ccc(Cl)cc1)c1cnccn1)[C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1c1ccc(Br)cc1,1000.0,nM
CHEMBL3086041,O=C(NC(c1ccc(Cl)cc1)c1ccc(F)cn1)[C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1c1ccc(Br)cc1,180.0,nM
CHEMBL3086040,O=C(NC(c1ccc(Cl)cc1)c1ccnc(F)c1)[C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1c1ccc(Br)cc1,590.0,nM
CHEMBL3086039,O=C(NC(c1ccc(Cl)cc1)c1ccncc1Cl)[C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1c1ccc(Br)cc1,690.0,nM
CHEMBL3086038,Cc1cc(C(NC(=O)[C@@H]2CC[C@@H](N3CCOCC3)C[C@H]2c2ccc(Br)cc2)c2ccc(Cl)cc2)ccn1,1500.0,nM
CHEMBL3086037,O=C(NC(c1ccncc1)c1ccc(Cl)cc1)[C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1c1ccc(Br)cc1,1900.0,nM
CHEMBL3085780,O=C(NC(c1ccncc1)c1ccc(F)cc1)[C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1c1ccc(Br)cc1,8400.0,nM
CHEMBL3086036,O=C(NC(c1ccc(F)cc1)c1ccc(F)cc1)[C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1c1ccc(Br)cc1,100.0,nM
CHEMBL3086035,O=C(NC(c1ccc(Cl)cc1)c1ccc(Cl)cc1)[C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1c1ccc(Br)cc1,39.0,nM
CHEMBL3086032,C[C@H](NC(=O)[C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1c1ccc(Br)cc1)c1ccc(F)cc1,2200.0,nM
CHEMBL3086029,O=C([C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1c1ccc(Br)cc1)N1CC(c2ccccc2)(c2ccccc2)C1,290.0,nM
CHEMBL3086048,O=C(NC(c1ccccc1)c1ccccc1)[C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1c1ccc(Br)cc1,530.0,nM
CHEMBL3086047,O=C(NC(c1ccccc1)c1ccccc1)[C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1c1ccccc1,170.0,nM
CHEMBL3086045,Cc1ccccc1[C@H]1C[C@@H](NCc2ccc(Cl)cc2)CC[C@@H]1C(=O)N1CC(c2ccccc2)(c2ccccc2)C1,3.0,nM
CHEMBL3092629,CN1Cc2cccc(Oc3ncccc3NC(=O)Nc3ccc(OC(F)(F)F)cc3)c2C1C(C)(C)C,7200.0,nM
CHEMBL3092632,CC(C)CN1CCC(c2ccccc2Oc2ncccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,6000.0,nM
CHEMBL3092631,CC(C)(C)CN1CCC(c2ccccc2Oc2ncccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,4600.0,nM
CHEMBL3093987,CCCCCCCN(CC)CC#CCOC(c1ccccc1)c1ccccc1,970.0,nM
CHEMBL3093949,CCCCN(CC)CC#CCOC(c1ccccc1)c1ccccc1,4810.0,nM
CHEMBL3093950,CCCCCCCN(CC)CC#CCOCc1ccc(Cl)cc1,834.0,nM
CHEMBL3093951,CCCCN(CC)CC#CCOCc1ccc(Cl)cc1,7372.0,nM
CHEMBL3093959,CCCCCCCN(CC)CCCCc1ccc(Cl)cc1,4.3,nM
CHEMBL3093982,CCCCCCCN(CC)CC#CCOc1ccc(Cl)cc1,58.0,nM
CHEMBL3093979,CCCCN(CC)CC#CC#Cc1ccc(Cl)cc1,473.0,nM
CHEMBL3093976,CCCCCCCN(CC)CC#CCCc1ccc(Cl)cc1,53.0,nM
CHEMBL3093969,CCCCCCCN(CC)CC#CCc1ccc(Cl)cc1,4.9,nM
CHEMBL598270,CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,50.0,nM
CHEMBL3093963,CCCCCCCN1CCC(C(=O)c2ccccc2)CC1,124.0,nM
CHEMBL3093962,CCCCCCCN1CCC(Cc2ccccc2)CC1,58.0,nM
CHEMBL3093961,CCCCCCCN(CC)CCCCCc1ccc(Cl)cc1,123.0,nM
CHEMBL3093960,CCCCN(CC)CCCCCc1ccc(Cl)cc1,2500.0,nM
CHEMBL3093959,CCCCCCCN(CC)CCCCc1ccc(Cl)cc1,43.0,nM
CHEMBL3093958,CCCCCCCN(CC)CCCCc1ccccc1,506.0,nM
CHEMBL3093957,CCCCCCC[N+](CC)(CC)C/C=C/Cc1ccc(Cl)cc1.[I-],1.5,nM
CHEMBL3093956,CCCCCCCN(CC)C/C=C\Cc1ccccc1,1178.0,nM
CHEMBL3093955,CCCCCCCN(CC)C/C=C/CCc1ccc(Cl)cc1,238.0,nM
CHEMBL3093954,CCCCN(CC)C/C=C/CCc1ccc(Cl)cc1,1868.0,nM
CHEMBL3093953,CCCCCCCN(CC)C/C=C/Cc1ccccc1,176.0,nM
CHEMBL3093986,CCCCCCCN(CC)C/C=C/Cc1ccc(Cl)cc1,49.0,nM
CHEMBL3093985,CCCCN(CC)C/C=C/Cc1ccc(Cl)cc1,1127.0,nM
CHEMBL3093984,CCCCCCCN(CC)C/C=C/c1ccc(Cl)cc1,243.0,nM
CHEMBL3093983,CCCCN(CC)C/C=C/c1ccc(Cl)cc1,1050.0,nM
CHEMBL3093982,CCCCCCCN(CC)CC#CCOc1ccc(Cl)cc1,2473.0,nM
CHEMBL3093981,CCCCN(CC)CC#CCOc1ccc(Cl)cc1,14443.0,nM
CHEMBL3093979,CCCCN(CC)CC#CC#Cc1ccc(Cl)cc1,9929.0,nM
CHEMBL3093978,CCCCCCCN(CC)CC#CCCc1ccc(C)cc1,1890.0,nM
CHEMBL3093977,CCCCN(CC)CC#CCCc1ccc(C)cc1,5590.0,nM
CHEMBL3093976,CCCCCCCN(CC)CC#CCCc1ccc(Cl)cc1,765.0,nM
CHEMBL3093975,CCCCN(CC)CC#CCCc1ccc(Cl)cc1,6007.0,nM
CHEMBL3093974,CCCCCCCN(CC)CC#CCCc1ccccc1,4394.0,nM
CHEMBL3093972,CCCCCCCN(CC)CC#CC(c1ccccc1)c1ccccc1,238.0,nM
CHEMBL3093971,CCCCCCCN(CC)CC#CCc1ccc(C)cc1,5090.0,nM
CHEMBL3093970,CCCCN(CC)CC#CCc1ccc(C)cc1,3470.0,nM
CHEMBL3093969,CCCCCCCN(CC)CC#CCc1ccc(Cl)cc1,865.0,nM
CHEMBL3093968,CCCCN(CC)CC#CCc1ccc(Cl)cc1,2654.0,nM
CHEMBL3093967,CCCCCCCN(CC)CC#CCc1ccccc1,3543.0,nM
CHEMBL3093966,CCCCN(CC)CC#CCc1ccccc1,7820.0,nM
CHEMBL3093965,CCCCCCC[N+](CC)(CC)CC#Cc1ccc(Cl)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,40.0,nM
CHEMBL3093964,CCCCCCCN(CC)CC#Cc1ccc(Cl)cc1,4080.0,nM
CHEMBL598270,CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,2.0,nM
CHEMBL3099950,NC(=O)Nc1ccc(F)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2,400.0,nM
CHEMBL3099949,NC(=O)Nc1ccccc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2,400.0,nM
CHEMBL3099947,O=C(Nc1ccc(O)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(F)ccc1O2)NC1CC1,3800.0,nM
CHEMBL3099945,O=C(Nc1ccc(O)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2)NC1CC1,2400.0,nM
CHEMBL3099944,COc1ccc(NC(=O)NC2CC2)c(OC[C@@H](O)CN2CCC3(CC2)Cc2cc(Cl)ccc2O3)c1,700.0,nM
CHEMBL3099943,O=C(Nc1cc(Cl)c(O)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2)NC1CC1,1000.0,nM
CHEMBL3099942,CNC(=O)Nc1ccc(O)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2,4600.0,nM
CHEMBL3099961,CNC(=O)Nc1ccc(O)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(F)ccc1O2,13100.0,nM
CHEMBL3099959,N[C@H](COc1cccc2ccc(=O)[nH]c12)CN1CCC2(CC1)Cc1cc(F)ccc1O2,1200.0,nM
CHEMBL3099958,N[C@H](COc1cccc2c1NC(=O)CO2)CN1CCC2(CC1)Cc1cc(F)ccc1O2,1100.0,nM
CHEMBL3099953,O=c1ccc2cccc(OC[C@@H](O)CN3CCC4(CC3)Cc3cc(Cl)ccc3O4)c2[nH]1,600.0,nM
CHEMBL3099952,O=C1CCc2cccc(OC[C@@H](O)CN3CCC4(CC3)Cc3cc(Cl)ccc3O4)c2N1,500.0,nM
CHEMBL3099951,O=C1COc2cccc(OC[C@@H](O)CN3CCC4(CC3)Cc3cc(Cl)ccc3O4)c2N1,600.0,nM
CHEMBL3099716,CC1(C)OC(=O)N([C@H]2CC[C@H](c3cnc(N)c(-c4ncccn4)c3)CC2)[C@H]1c1ccccc1,10900.0,nM
CHEMBL3099899,COc1ccc(CNC(=O)c2cc(-c3cc(Cl)cc(Cl)c3)cnc2-c2cccnc2)cc1OC,6950.0,nM
CHEMBL3109337,COCCOc1ccn2c(-c3ccc4cccc(O[C@@H]5CCNC[C@H]5F)c4n3)cnc2c1,3900.0,nM
CHEMBL3112960,NC[C@]1(c2cccc(Cl)c2)CC[C@H](n2nc(-c3cccnc3)ccc2=O)CC1,4400.0,nM
CHEMBL3112968,NC[C@]1(c2cccc(Cl)c2)CC[C@H](N2CCc3c(nc(C(F)(F)F)nc3C3CC3)C2=O)CC1,260.0,nM
CHEMBL3115274,COC1COCCC1N[C@@H]1C[C@H]2CN(C(=O)C#CC3CC3)C[C@@]2(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)C1,49600.0,nM
CHEMBL3115272,COC1COCCC1N[C@@H]1C[C@H]2CN(C(=O)/C=C/c3ccccc3)C[C@@]2(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)C1,24100.0,nM
CHEMBL3115268,COC1COCCC1N[C@@H]1C[C@H]2CN(c3ccccc3)C[C@@]2(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)C1,22900.0,nM
CHEMBL3115116,COC1COCCC1N[C@@H]1C[C@H]2CN(C3CC3)C[C@@]2(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)C1,42100.0,nM
CHEMBL3115114,CCN1C[C@@H]2C[C@@H](NC3CCOCC3OC)C[C@]2(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)C1,42600.0,nM
CHEMBL3115346,COC(=O)C(CCCN1CCC(c2ccccc2OC)CC1)(c1ccc(Br)cc1)C(C)C,780.0,nM
CHEMBL3115345,COC(=O)C(CCCN1CC=C(c2ccccc2OC)CC1)(c1ccc(Br)cc1)C(C)C,1260.0,nM
CHEMBL3115195,COC(=O)C(CCC(=O)N1CCN(c2ccccc2OC)CC1)(c1ccc(Br)cc1)C(C)C,16800.0,nM
CHEMBL3115194,COC(=O)C(CCC(=O)N(C)CCCc1nc2ccccc2[nH]1)(c1ccc(Br)cc1)C(C)C,12500.0,nM
CHEMBL3115193,COc1ccccc1N1CCN(CCCC(C(=O)O)(c2ccc(Br)cc2)C(C)C)CC1,3960.0,nM
CHEMBL3115192,CC(C)C(CCCN(C)CCCc1nc2ccccc2[nH]1)(C(=O)O)c1ccc(Br)cc1,2340.0,nM
CHEMBL513338,COC(=O)C(CCCN1CCN(c2ccccc2OC)CC1)(c1ccc(Br)cc1)C(C)C,1380.0,nM
CHEMBL468397,COC(=O)C(CCCN(C)CCCc1nc2ccccc2[nH]1)(c1ccc(Br)cc1)C(C)C,178.0,nM
CHEMBL3121667,Fc1ccccc1-c1nc2ccn(Cc3cc(-c4ccc(C(F)(F)F)cc4C(F)(F)F)no3)cc-2n1,794.33,nM
CHEMBL1957287,Fc1ccccc1-c1nc2ccn(Cc3ccc(-c4ccc(C(F)(F)F)cc4C(F)(F)F)nn3)cc-2n1,794.33,nM
CHEMBL3121096,O=C1NN=C(c2ccc(OC3CCN(C4CCC4)CC3)cc2)[C@@H]2C[C@H]12,6000.0,nM
CHEMBL3121095,O=C1NN=C(c2ccc(OC3CCN(C4CCC4)CC3)cc2)[C@H]2C[C@@H]12,14000.0,nM
CHEMBL3121151,CCN(CC)[C@@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@H](C)NC(=O)OC)[nH]4)cc3)cc2)[nH]1)c1ccccc1,9100.0,nM
CHEMBL2023898,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,29200.0,nM
CHEMBL3120293,CNc1nc(NCCCN(C)C)c2sc(-c3ccc4nonc4c3)cc2n1,2000.0,nM
CHEMBL3120287,CNc1nc(NCCCN(C)C)c2sc(-c3ccc(N4CCOCC4)cc3)cc2n1,1800.0,nM
CHEMBL3120281,CNc1nc(NCCCN(C)C)c2sc(-c3ccc(OC)nc3)cc2n1,6800.0,nM
CHEMBL3120280,CNc1nc(NCCCN(C)C)c2sc(-c3ccc(OC(F)(F)F)cc3)cc2n1,2800.0,nM
CHEMBL3120274,CNc1nc(NCCCN(C)C)c2sc(-c3ccc(C(F)(F)F)cc3)cc2n1,2700.0,nM
CHEMBL3120265,CNc1nc(NCCCN(C)C)c2sc(-c3ccccc3)cc2n1,8500.0,nM
CHEMBL3124985,CCS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)n2)cc1,3700.0,nM
CHEMBL3124982,Nc1ncc(-c2ccc(C(=O)N3CCOCC3)cc2)nc1-c1ccc(C(F)(F)F)nc1,20200.0,nM
CHEMBL3124980,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)n2)cc1,8100.0,nM
CHEMBL3128180,Cc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1,12000.0,nM
CHEMBL3128200,Nc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccc(F)cc3)N2)cc1,5600.0,nM
CHEMBL1684585,Nc1nc(CC(=O)Nc2ccc(C[C@@H]3CC[C@H]([C@H](O)c4ccccc4)N3)cc2)cs1,11200.0,nM
CHEMBL3128178,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1)[C@@H]1CCc2scnc21,6100.0,nM
CHEMBL3128201,Nc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1,23300.0,nM
CHEMBL3128199,Nc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccc(F)c3)N2)cc1,4000.0,nM
CHEMBL3128198,Nc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccc(Cl)c3)N2)cc1,1500.0,nM
CHEMBL3128194,Nc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1,12700.0,nM
CHEMBL3127404,CN1C(=O)CC[C@H]1CN(Cc1ccc(Cl)cc1)S(=O)(=O)c1cccc(C#N)c1,30000.0,nM
CHEMBL4105584,COc1ccc2c(c1)[C@@H]1C[C@]1(C(=O)N1[C@@H]3CC[C@H]1CN(C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,24500.0,nM
CHEMBL4105584,COc1ccc2c(c1)[C@@H]1C[C@]1(C(=O)N1[C@@H]3CC[C@H]1CN(C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,12400.0,nM
CHEMBL3127708,O=C(C1CC12CCN(C1CCCCC1)CC2)N1CCN(C2CCCCC2)CC1,20800.0,nM
